Fra;Til;KWH 60 Forbruk
18.09.2019 16:00;18.09.2019 17:00;1,123
18.09.2019 17:00;18.09.2019 18:00;0,831
18.09.2019 18:00;18.09.2019 19:00;1,369
18.09.2019 19:00;18.09.2019 20:00;0,992
18.09.2019 20:00;18.09.2019 21:00;0,648
18.09.2019 21:00;18.09.2019 22:00;2,893
18.09.2019 22:00;18.09.2019 23:00;0,774
18.09.2019 23:00;19.09.2019 00:00;0,628
19.09.2019 00:00;19.09.2019 01:00;0,533
19.09.2019 01:00;19.09.2019 02:00;0,446
19.09.2019 02:00;19.09.2019 03:00;0,589
19.09.2019 03:00;19.09.2019 04:00;0,594
19.09.2019 04:00;19.09.2019 05:00;0,525
19.09.2019 05:00;19.09.2019 06:00;1,326
19.09.2019 06:00;19.09.2019 07:00;1,075
19.09.2019 07:00;19.09.2019 08:00;0,967
19.09.2019 08:00;19.09.2019 09:00;0,844
19.09.2019 09:00;19.09.2019 10:00;0,677
19.09.2019 10:00;19.09.2019 11:00;0,636
19.09.2019 11:00;19.09.2019 12:00;0,75
19.09.2019 12:00;19.09.2019 13:00;1,627
19.09.2019 13:00;19.09.2019 14:00;0,451
19.09.2019 14:00;19.09.2019 15:00;0,692
19.09.2019 15:00;19.09.2019 16:00;0,694
19.09.2019 16:00;19.09.2019 17:00;0,588
19.09.2019 17:00;19.09.2019 18:00;1,161
19.09.2019 18:00;19.09.2019 19:00;1,842
19.09.2019 19:00;19.09.2019 20:00;2,814
19.09.2019 20:00;19.09.2019 21:00;2,376
19.09.2019 21:00;19.09.2019 22:00;1,293
19.09.2019 22:00;19.09.2019 23:00;0,795
19.09.2019 23:00;20.09.2019 00:00;0,594
20.09.2019 00:00;20.09.2019 01:00;0,755
20.09.2019 01:00;20.09.2019 02:00;0,605
20.09.2019 02:00;20.09.2019 03:00;0,76
20.09.2019 03:00;20.09.2019 04:00;1,609
20.09.2019 04:00;20.09.2019 05:00;0,585
20.09.2019 05:00;20.09.2019 06:00;0,792
20.09.2019 06:00;20.09.2019 07:00;0,806
20.09.2019 07:00;20.09.2019 08:00;0,872
20.09.2019 08:00;20.09.2019 09:00;0,88
20.09.2019 09:00;20.09.2019 10:00;0,723
20.09.2019 10:00;20.09.2019 11:00;2,122
20.09.2019 11:00;20.09.2019 12:00;1,544
20.09.2019 12:00;20.09.2019 13:00;1,636
20.09.2019 13:00;20.09.2019 14:00;1,365
20.09.2019 14:00;20.09.2019 15:00;2,01
20.09.2019 15:00;20.09.2019 16:00;0,948
20.09.2019 16:00;20.09.2019 17:00;0,94
20.09.2019 17:00;20.09.2019 18:00;0,893
20.09.2019 18:00;20.09.2019 19:00;2,065
20.09.2019 19:00;20.09.2019 20:00;1,194
20.09.2019 20:00;20.09.2019 21:00;0,88
20.09.2019 21:00;20.09.2019 22:00;0,829
20.09.2019 22:00;20.09.2019 23:00;1,038
20.09.2019 23:00;21.09.2019 00:00;0,732
21.09.2019 00:00;21.09.2019 01:00;1,207
21.09.2019 01:00;21.09.2019 02:00;0,416
21.09.2019 02:00;21.09.2019 03:00;0,584
21.09.2019 03:00;21.09.2019 04:00;0,251
21.09.2019 04:00;21.09.2019 05:00;0,589
21.09.2019 05:00;21.09.2019 06:00;0,626
21.09.2019 06:00;21.09.2019 07:00;0,316
21.09.2019 07:00;21.09.2019 08:00;0,585
21.09.2019 08:00;21.09.2019 09:00;1,276
21.09.2019 09:00;21.09.2019 10:00;1,827
21.09.2019 10:00;21.09.2019 11:00;2,047
21.09.2019 11:00;21.09.2019 12:00;2,602
21.09.2019 12:00;21.09.2019 13:00;0,995
21.09.2019 13:00;21.09.2019 14:00;0,345
21.09.2019 14:00;21.09.2019 15:00;0,603
21.09.2019 15:00;21.09.2019 16:00;0,465
21.09.2019 16:00;21.09.2019 17:00;1,082
21.09.2019 17:00;21.09.2019 18:00;0,786
21.09.2019 18:00;21.09.2019 19:00;0,536
21.09.2019 19:00;21.09.2019 20:00;1,049
21.09.2019 20:00;21.09.2019 21:00;1,811
21.09.2019 21:00;21.09.2019 22:00;0,93
21.09.2019 22:00;21.09.2019 23:00;0,801
21.09.2019 23:00;22.09.2019 00:00;0,878
22.09.2019 00:00;22.09.2019 01:00;0,329
22.09.2019 01:00;22.09.2019 02:00;0,602
22.09.2019 02:00;22.09.2019 03:00;0,449
