Navn;Stasjon;Tid(norsk normaltid);Minimumstemperatur (døgn)
Bergen - Florida;SN50540;04.03.2012;4,9
Bergen - Florida;SN50540;05.03.2012;3,6
Bergen - Florida;SN50540;06.03.2012;0,3
Bergen - Florida;SN50540;07.03.2012;2,4
Bergen - Florida;SN50540;08.03.2012;1,8
Bergen - Florida;SN50540;09.03.2012;5,3
Bergen - Florida;SN50540;10.03.2012;4,6
Bergen - Florida;SN50540;11.03.2012;4,3
Bergen - Florida;SN50540;12.03.2012;6,8
Bergen - Florida;SN50540;13.03.2012;7,1
Bergen - Florida;SN50540;14.03.2012;7,1
Bergen - Florida;SN50540;15.03.2012;5,4
Bergen - Florida;SN50540;16.03.2012;5,5
Bergen - Florida;SN50540;17.03.2012;3,9
Bergen - Florida;SN50540;18.03.2012;2,3
Bergen - Florida;SN50540;19.03.2012;0,3
Bergen - Florida;SN50540;20.03.2012;2,6
Bergen - Florida;SN50540;21.03.2012;8
Bergen - Florida;SN50540;22.03.2012;7,6
Bergen - Florida;SN50540;23.03.2012;5,2
Bergen - Florida;SN50540;24.03.2012;2,4
Bergen - Florida;SN50540;25.03.2012;4,9
Bergen - Florida;SN50540;26.03.2012;3,7
Bergen - Florida;SN50540;27.03.2012;5,9
Bergen - Florida;SN50540;28.03.2012;6,7
Bergen - Florida;SN50540;29.03.2012;4,6
Bergen - Florida;SN50540;30.03.2012;3,7
Bergen - Florida;SN50540;31.03.2012;0,2
Bergen - Florida;SN50540;01.04.2012;0,2
Bergen - Florida;SN50540;02.04.2012;-1,9
Bergen - Florida;SN50540;03.04.2012;-3,8
Bergen - Florida;SN50540;04.04.2012;-2,8
Bergen - Florida;SN50540;05.04.2012;0,8
Bergen - Florida;SN50540;06.04.2012;1,8
Bergen - Florida;SN50540;07.04.2012;-3,2
Bergen - Florida;SN50540;08.04.2012;-2,4
Bergen - Florida;SN50540;09.04.2012;2,4
Bergen - Florida;SN50540;10.04.2012;3,7
Bergen - Florida;SN50540;11.04.2012;4,8
Bergen - Florida;SN50540;12.04.2012;4,1
Bergen - Florida;SN50540;13.04.2012;3,9
Bergen - Florida;SN50540;14.04.2012;4,1
Bergen - Florida;SN50540;15.04.2012;1,3
Bergen - Florida;SN50540;16.04.2012;0,3
Bergen - Florida;SN50540;17.04.2012;-1,3
Bergen - Florida;SN50540;18.04.2012;3
Bergen - Florida;SN50540;19.04.2012;5,6
Bergen - Florida;SN50540;20.04.2012;8,1
Bergen - Florida;SN50540;21.04.2012;3,4
Bergen - Florida;SN50540;22.04.2012;1,4
Bergen - Florida;SN50540;23.04.2012;5,7
Bergen - Florida;SN50540;24.04.2012;5,6
Bergen - Florida;SN50540;25.04.2012;3,5
Bergen - Florida;SN50540;26.04.2012;4,6
Bergen - Florida;SN50540;27.04.2012;6,1
Bergen - Florida;SN50540;28.04.2012;2,7
Bergen - Florida;SN50540;29.04.2012;0,6
Bergen - Florida;SN50540;30.04.2012;6,4
Bergen - Florida;SN50540;01.05.2012;4,3
Bergen - Florida;SN50540;02.05.2012;4,5
Bergen - Florida;SN50540;03.05.2012;5,5
Bergen - Florida;SN50540;04.05.2012;5
Bergen - Florida;SN50540;05.05.2012;1,8
Bergen - Florida;SN50540;06.05.2012;0,8
Bergen - Florida;SN50540;07.05.2012;2,8
Bergen - Florida;SN50540;08.05.2012;3,9
Bergen - Florida;SN50540;09.05.2012;7,1
Bergen - Florida;SN50540;10.05.2012;4,4
Bergen - Florida;SN50540;11.05.2012;7
Bergen - Florida;SN50540;12.05.2012;5,1
Bergen - Florida;SN50540;13.05.2012;5,4
Bergen - Florida;SN50540;14.05.2012;6,4
Bergen - Florida;SN50540;15.05.2012;5,6
Bergen - Florida;SN50540;16.05.2012;3,3
Bergen - Florida;SN50540;17.05.2012;4,8
Bergen - Florida;SN50540;18.05.2012;5,4
Bergen - Florida;SN50540;19.05.2012;3
Bergen - Florida;SN50540;20.05.2012;3,4
Bergen - Florida;SN50540;21.05.2012;6,2
Bergen - Florida;SN50540;22.05.2012;12,2
Bergen - Florida;SN50540;23.05.2012;12
Bergen - Florida;SN50540;24.05.2012;13,7
Bergen - Florida;SN50540;25.05.2012;13,7
Bergen - Florida;SN50540;26.05.2012;11,7
Bergen - Florida;SN50540;27.05.2012;13,4
Bergen - Florida;SN50540;28.05.2012;10,8
Bergen - Florida;SN50540;29.05.2012;6,3
Bergen - Florida;SN50540;30.05.2012;5,3
Bergen - Florida;SN50540;31.05.2012;7,3
Bergen - Florida;SN50540;01.06.2012;5,2
Bergen - Florida;SN50540;02.06.2012;4,5
Bergen - Florida;SN50540;03.06.2012;5,7
Bergen - Florida;SN50540;04.06.2012;6,9
Bergen - Florida;SN50540;05.06.2012;6,9
Bergen - Florida;SN50540;06.06.2012;4,8
Bergen - Florida;SN50540;07.06.2012;6,3
Bergen - Florida;SN50540;08.06.2012;8
Bergen - Florida;SN50540;09.06.2012;12,1
Bergen - Florida;SN50540;10.06.2012;11,7
Bergen - Florida;SN50540;11.06.2012;9,3
Bergen - Florida;SN50540;12.06.2012;7,9
Bergen - Florida;SN50540;13.06.2012;10,6
Bergen - Florida;SN50540;14.06.2012;9,2
Bergen - Florida;SN50540;15.06.2012;4,7
Bergen - Florida;SN50540;16.06.2012;9,9
Bergen - Florida;SN50540;17.06.2012;10,9
Bergen - Florida;SN50540;18.06.2012;9,8
Bergen - Florida;SN50540;19.06.2012;7,6
Bergen - Florida;SN50540;20.06.2012;10,7
Bergen - Florida;SN50540;21.06.2012;7,3
Bergen - Florida;SN50540;22.06.2012;13,1
Bergen - Florida;SN50540;23.06.2012;12,5
Bergen - Florida;SN50540;24.06.2012;11,7
Bergen - Florida;SN50540;25.06.2012;10,3
Bergen - Florida;SN50540;26.06.2012;11,3
Bergen - Florida;SN50540;27.06.2012;10,4
Bergen - Florida;SN50540;28.06.2012;8,8
Bergen - Florida;SN50540;29.06.2012;12,6
Bergen - Florida;SN50540;30.06.2012;13,7
Bergen - Florida;SN50540;01.07.2012;12,4
Bergen - Florida;SN50540;01.01.2013;2
Bergen - Florida;SN50540;02.01.2013;2,4
Bergen - Florida;SN50540;03.01.2013;3,5
Bergen - Florida;SN50540;04.01.2013;5,9
Bergen - Florida;SN50540;05.01.2013;6,6
Bergen - Florida;SN50540;06.01.2013;5,6
Bergen - Florida;SN50540;07.01.2013;5,4
Bergen - Florida;SN50540;08.01.2013;1,5
Bergen - Florida;SN50540;09.01.2013;1,8
Bergen - Florida;SN50540;10.01.2013;-1,6
Bergen - Florida;SN50540;11.01.2013;-4,7
Bergen - Florida;SN50540;12.01.2013;-6,7
Bergen - Florida;SN50540;13.01.2013;-7,6
Bergen - Florida;SN50540;14.01.2013;-3,5
Bergen - Florida;SN50540;15.01.2013;-7,4
Bergen - Florida;SN50540;16.01.2013;-7,2
Bergen - Florida;SN50540;17.01.2013;-5,8
Bergen - Florida;SN50540;18.01.2013;-8,1
Bergen - Florida;SN50540;19.01.2013;-8
Bergen - Florida;SN50540;20.01.2013;-9,2
Bergen - Florida;SN50540;21.01.2013;-6,6
Bergen - Florida;SN50540;22.01.2013;-9,6
Bergen - Florida;SN50540;23.01.2013;-7,3
Bergen - Florida;SN50540;24.01.2013;-6,1
Bergen - Florida;SN50540;25.01.2013;-1
Bergen - Florida;SN50540;26.01.2013;-0,1
Bergen - Florida;SN50540;27.01.2013;1,9
Bergen - Florida;SN50540;28.01.2013;1,8
Bergen - Florida;SN50540;29.01.2013;4,7
Bergen - Florida;SN50540;30.01.2013;4,2
Bergen - Florida;SN50540;31.01.2013;0
Bergen - Florida;SN50540;01.02.2013;-2,5
Bergen - Florida;SN50540;02.02.2013;-3,2
Bergen - Florida;SN50540;03.02.2013;0,6
Bergen - Florida;SN50540;04.02.2013;0,6
Bergen - Florida;SN50540;05.02.2013;0,4
Bergen - Florida;SN50540;06.02.2013;0,1
Bergen - Florida;SN50540;07.02.2013;-5,4
Bergen - Florida;SN50540;08.02.2013;-5,1
Bergen - Florida;SN50540;09.02.2013;-1,6
Bergen - Florida;SN50540;10.02.2013;-6,9
Bergen - Florida;SN50540;11.02.2013;-7
Bergen - Florida;SN50540;12.02.2013;-8
Bergen - Florida;SN50540;13.02.2013;-2,9
Bergen - Florida;SN50540;14.02.2013;-0,4
Bergen - Florida;SN50540;15.02.2013;1,3
Bergen - Florida;SN50540;16.02.2013;0,6
Bergen - Florida;SN50540;17.02.2013;0,8
Bergen - Florida;SN50540;18.02.2013;3,5
Bergen - Florida;SN50540;19.02.2013;2,1
Bergen - Florida;SN50540;20.02.2013;0,4
Bergen - Florida;SN50540;21.02.2013;-4,1
Bergen - Florida;SN50540;22.02.2013;-2,6
Bergen - Florida;SN50540;23.02.2013;-3,1
Bergen - Florida;SN50540;24.02.2013;-2,2
Bergen - Florida;SN50540;25.02.2013;-3,1
Bergen - Florida;SN50540;26.02.2013;-3,3
Bergen - Florida;SN50540;27.02.2013;-3,1
Bergen - Florida;SN50540;28.02.2013;3,2
Bergen - Florida;SN50540;01.03.2013;1,2
Bergen - Florida;SN50540;02.03.2013;0,5
Bergen - Florida;SN50540;03.03.2013;1,4
Bergen - Florida;SN50540;04.03.2013;1,7
Bergen - Florida;SN50540;05.03.2013;2,3
Bergen - Florida;SN50540;06.03.2013;0
Bergen - Florida;SN50540;07.03.2013;-0,9
Bergen - Florida;SN50540;08.03.2013;-3
Bergen - Florida;SN50540;09.03.2013;-4,5
Bergen - Florida;SN50540;10.03.2013;-4,2
Bergen - Florida;SN50540;11.03.2013;-7,7
Bergen - Florida;SN50540;12.03.2013;-3
Bergen - Florida;SN50540;13.03.2013;-4,3
Bergen - Florida;SN50540;14.03.2013;-5,3
Bergen - Florida;SN50540;15.03.2013;-0,9
Bergen - Florida;SN50540;16.03.2013;1,2
Bergen - Florida;SN50540;17.03.2013;2,6
Bergen - Florida;SN50540;18.03.2013;0,7
Bergen - Florida;SN50540;19.03.2013;-3,1
Bergen - Florida;SN50540;20.03.2013;-5,3
Bergen - Florida;SN50540;21.03.2013;-3,8
Bergen - Florida;SN50540;22.03.2013;-4,5
Bergen - Florida;SN50540;23.03.2013;-7,6
Bergen - Florida;SN50540;24.03.2013;-6,1
Bergen - Florida;SN50540;25.03.2013;-4,9
Bergen - Florida;SN50540;26.03.2013;-5
Bergen - Florida;SN50540;27.03.2013;-5,2
Bergen - Florida;SN50540;28.03.2013;-4,9
Bergen - Florida;SN50540;29.03.2013;-4,7
Bergen - Florida;SN50540;30.03.2013;-4,4
Bergen - Florida;SN50540;31.03.2013;-4,5
Bergen - Florida;SN50540;01.04.2013;-1,8
Bergen - Florida;SN50540;02.04.2013;-2,8
Bergen - Florida;SN50540;03.04.2013;-1,9
Bergen - Florida;SN50540;04.04.2013;-1,8
Bergen - Florida;SN50540;05.04.2013;-2,7
Bergen - Florida;SN50540;06.04.2013;-0,2
Bergen - Florida;SN50540;07.04.2013;-2,3
Bergen - Florida;SN50540;08.04.2013;-3,7
Bergen - Florida;SN50540;09.04.2013;-2,8
Bergen - Florida;SN50540;10.04.2013;-2,6
Bergen - Florida;SN50540;11.04.2013;-2,1
Bergen - Florida;SN50540;12.04.2013;3,4
Bergen - Florida;SN50540;13.04.2013;1
Bergen - Florida;SN50540;14.04.2013;1,8
Bergen - Florida;SN50540;15.04.2013;8,4
Bergen - Florida;SN50540;16.04.2013;7,2
Bergen - Florida;SN50540;17.04.2013;5,8
Bergen - Florida;SN50540;18.04.2013;5,3
Bergen - Florida;SN50540;19.04.2013;4,9
Bergen - Florida;SN50540;20.04.2013;1,3
Bergen - Florida;SN50540;21.04.2013;6,9
Bergen - Florida;SN50540;22.04.2013;3,7
Bergen - Florida;SN50540;23.04.2013;3,7
Bergen - Florida;SN50540;24.04.2013;4,3
Bergen - Florida;SN50540;25.04.2013;2,4
Bergen - Florida;SN50540;26.04.2013;2,3
Bergen - Florida;SN50540;27.04.2013;1,7
Bergen - Florida;SN50540;28.04.2013;2,4
Bergen - Florida;SN50540;29.04.2013;3,1
Bergen - Florida;SN50540;30.04.2013;3,5
Bergen - Florida;SN50540;01.05.2013;1,1
Bergen - Florida;SN50540;02.05.2013;1,6
Bergen - Florida;SN50540;03.05.2013;0,8
Bergen - Florida;SN50540;04.05.2013;1,8
Bergen - Florida;SN50540;05.05.2013;4,3
Bergen - Florida;SN50540;06.05.2013;8,4
Bergen - Florida;SN50540;07.05.2013;8
Bergen - Florida;SN50540;08.05.2013;5,1
Bergen - Florida;SN50540;09.05.2013;8,1
Bergen - Florida;SN50540;10.05.2013;5,2
Bergen - Florida;SN50540;11.05.2013;6,2
Bergen - Florida;SN50540;12.05.2013;5,9
Bergen - Florida;SN50540;13.05.2013;4,5
Bergen - Florida;SN50540;14.05.2013;4,8
Bergen - Florida;SN50540;15.05.2013;6,3
Bergen - Florida;SN50540;16.05.2013;8,9
Bergen - Florida;SN50540;17.05.2013;8,1
Bergen - Florida;SN50540;18.05.2013;12,7
Bergen - Florida;SN50540;19.05.2013;12,6
Bergen - Florida;SN50540;20.05.2013;13,7
Bergen - Florida;SN50540;21.05.2013;8,2
Bergen - Florida;SN50540;22.05.2013;7
Bergen - Florida;SN50540;23.05.2013;6,9
Bergen - Florida;SN50540;24.05.2013;4,9
Bergen - Florida;SN50540;25.05.2013;6,2
Bergen - Florida;SN50540;26.05.2013;7,6
Bergen - Florida;SN50540;27.05.2013;7,2
Bergen - Florida;SN50540;28.05.2013;10,6
Bergen - Florida;SN50540;29.05.2013;13,4
Bergen - Florida;SN50540;30.05.2013;14,2
Bergen - Florida;SN50540;31.05.2013;12,4
Bergen - Florida;SN50540;01.06.2013;10,4
Bergen - Florida;SN50540;02.06.2013;9,2
Bergen - Florida;SN50540;03.06.2013;7,1
Bergen - Florida;SN50540;04.06.2013;7,4
Bergen - Florida;SN50540;05.06.2013;8,5
Bergen - Florida;SN50540;06.06.2013;8,8
Bergen - Florida;SN50540;07.06.2013;7,2
Bergen - Florida;SN50540;08.06.2013;9,6
Bergen - Florida;SN50540;09.06.2013;7,9
Bergen - Florida;SN50540;10.06.2013;8,9
Bergen - Florida;SN50540;11.06.2013;9
Bergen - Florida;SN50540;12.06.2013;10,3
Bergen - Florida;SN50540;13.06.2013;12,6
Bergen - Florida;SN50540;14.06.2013;11,2
Bergen - Florida;SN50540;15.06.2013;9,4
Bergen - Florida;SN50540;16.06.2013;11
Bergen - Florida;SN50540;17.06.2013;11,3
Bergen - Florida;SN50540;18.06.2013;8,5
Bergen - Florida;SN50540;19.06.2013;11,6
Bergen - Florida;SN50540;20.06.2013;11,6
Bergen - Florida;SN50540;21.06.2013;10
Bergen - Florida;SN50540;22.06.2013;12,2
Bergen - Florida;SN50540;23.06.2013;12,4
Bergen - Florida;SN50540;24.06.2013;10,9
Bergen - Florida;SN50540;25.06.2013;12
Bergen - Florida;SN50540;26.06.2013;9,2
Bergen - Florida;SN50540;27.06.2013;13,5
Bergen - Florida;SN50540;28.06.2013;13,2
Bergen - Florida;SN50540;29.06.2013;8,4
Bergen - Florida;SN50540;30.06.2013;7,7
Bergen - Florida;SN50540;01.07.2013;12,3
Bergen - Florida;SN50540;01.01.2014;4,7
Bergen - Florida;SN50540;02.01.2014;6,6
Bergen - Florida;SN50540;03.01.2014;6,3
Bergen - Florida;SN50540;04.01.2014;4,8
Bergen - Florida;SN50540;05.01.2014;5,4
Bergen - Florida;SN50540;06.01.2014;5,4
Bergen - Florida;SN50540;07.01.2014;7,6
Bergen - Florida;SN50540;08.01.2014;7,2
Bergen - Florida;SN50540;09.01.2014;2
Bergen - Florida;SN50540;10.01.2014;0,4
Bergen - Florida;SN50540;11.01.2014;0,4
Bergen - Florida;SN50540;12.01.2014;-3
Bergen - Florida;SN50540;13.01.2014;-4,5
Bergen - Florida;SN50540;14.01.2014;-0,6
Bergen - Florida;SN50540;15.01.2014;-3,2
Bergen - Florida;SN50540;16.01.2014;0,4
Bergen - Florida;SN50540;17.01.2014;2,1
Bergen - Florida;SN50540;18.01.2014;1,7
Bergen - Florida;SN50540;19.01.2014;3,2
Bergen - Florida;SN50540;20.01.2014;1,7
Bergen - Florida;SN50540;21.01.2014;0,8
Bergen - Florida;SN50540;22.01.2014;-0,9
Bergen - Florida;SN50540;23.01.2014;0,6
Bergen - Florida;SN50540;24.01.2014;0,6
Bergen - Florida;SN50540;25.01.2014;1,4
Bergen - Florida;SN50540;26.01.2014;-0,8
Bergen - Florida;SN50540;27.01.2014;-1,2
Bergen - Florida;SN50540;28.01.2014;1,6
Bergen - Florida;SN50540;29.01.2014;1,3
Bergen - Florida;SN50540;30.01.2014;-2,3
Bergen - Florida;SN50540;31.01.2014;-1,2
Bergen - Florida;SN50540;01.02.2014;2,6
Bergen - Florida;SN50540;02.02.2014;3,9
Bergen - Florida;SN50540;03.02.2014;5,5
Bergen - Florida;SN50540;04.02.2014;0,7
Bergen - Florida;SN50540;05.02.2014;5,1
Bergen - Florida;SN50540;06.02.2014;5,7
Bergen - Florida;SN50540;07.02.2014;3,5
Bergen - Florida;SN50540;08.02.2014;2,4
Bergen - Florida;SN50540;09.02.2014;5,6
Bergen - Florida;SN50540;10.02.2014;4,4
Bergen - Florida;SN50540;11.02.2014;3,9
Bergen - Florida;SN50540;12.02.2014;1,4
Bergen - Florida;SN50540;13.02.2014;2,1
Bergen - Florida;SN50540;14.02.2014;3,4
Bergen - Florida;SN50540;15.02.2014;3,1
Bergen - Florida;SN50540;16.02.2014;3,8
Bergen - Florida;SN50540;17.02.2014;1,2
Bergen - Florida;SN50540;18.02.2014;0,3
Bergen - Florida;SN50540;19.02.2014;-2,3
Bergen - Florida;SN50540;20.02.2014;-3,3
Bergen - Florida;SN50540;21.02.2014;4
Bergen - Florida;SN50540;22.02.2014;3,7
Bergen - Florida;SN50540;23.02.2014;5,8
Bergen - Florida;SN50540;24.02.2014;6,7
Bergen - Florida;SN50540;25.02.2014;4,9
Bergen - Florida;SN50540;26.02.2014;6,5
Bergen - Florida;SN50540;27.02.2014;4,6
Bergen - Florida;SN50540;28.02.2014;4,9
Bergen - Florida;SN50540;01.03.2014;3,2
Bergen - Florida;SN50540;02.03.2014;2,1
Bergen - Florida;SN50540;03.03.2014;3,8
Bergen - Florida;SN50540;04.03.2014;7,4
Bergen - Florida;SN50540;05.03.2014;6,5
Bergen - Florida;SN50540;06.03.2014;5,6
Bergen - Florida;SN50540;07.03.2014;4,3
Bergen - Florida;SN50540;08.03.2014;4,1
Bergen - Florida;SN50540;09.03.2014;5,2
Bergen - Florida;SN50540;10.03.2014;4,7
Bergen - Florida;SN50540;11.03.2014;3,3
Bergen - Florida;SN50540;12.03.2014;1,2
Bergen - Florida;SN50540;13.03.2014;1,8
Bergen - Florida;SN50540;14.03.2014;2,2
Bergen - Florida;SN50540;15.03.2014;1,9
Bergen - Florida;SN50540;16.03.2014;0,5
Bergen - Florida;SN50540;17.03.2014;2,8
Bergen - Florida;SN50540;18.03.2014;2,8
Bergen - Florida;SN50540;19.03.2014;3,7
Bergen - Florida;SN50540;20.03.2014;5,9
Bergen - Florida;SN50540;21.03.2014;4
Bergen - Florida;SN50540;22.03.2014;0,9
Bergen - Florida;SN50540;23.03.2014;1
Bergen - Florida;SN50540;24.03.2014;0,8
Bergen - Florida;SN50540;25.03.2014;0,1
Bergen - Florida;SN50540;26.03.2014;0,7
Bergen - Florida;SN50540;27.03.2014;1,1
Bergen - Florida;SN50540;28.03.2014;5,7
Bergen - Florida;SN50540;29.03.2014;4,2
Bergen - Florida;SN50540;30.03.2014;3
Bergen - Florida;SN50540;31.03.2014;3
Bergen - Florida;SN50540;01.04.2014;1,1
Bergen - Florida;SN50540;02.04.2014;3,2
Bergen - Florida;SN50540;03.04.2014;0
Bergen - Florida;SN50540;04.04.2014;0,3
Bergen - Florida;SN50540;05.04.2014;2,9
Bergen - Florida;SN50540;06.04.2014;6,2
Bergen - Florida;SN50540;07.04.2014;8,2
Bergen - Florida;SN50540;08.04.2014;7,1
Bergen - Florida;SN50540;09.04.2014;5,1
Bergen - Florida;SN50540;10.04.2014;6,1
Bergen - Florida;SN50540;11.04.2014;5,6
Bergen - Florida;SN50540;12.04.2014;5,2
Bergen - Florida;SN50540;13.04.2014;4,1
Bergen - Florida;SN50540;14.04.2014;2,6
Bergen - Florida;SN50540;15.04.2014;2,3
Bergen - Florida;SN50540;16.04.2014;3,9
Bergen - Florida;SN50540;17.04.2014;5,4
Bergen - Florida;SN50540;18.04.2014;3,6
Bergen - Florida;SN50540;19.04.2014;2,7
Bergen - Florida;SN50540;20.04.2014;2,2
Bergen - Florida;SN50540;21.04.2014;4,2
Bergen - Florida;SN50540;22.04.2014;6,3
Bergen - Florida;SN50540;23.04.2014;10,2
Bergen - Florida;SN50540;24.04.2014;8,8
Bergen - Florida;SN50540;25.04.2014;7,9
Bergen - Florida;SN50540;26.04.2014;6,5
Bergen - Florida;SN50540;27.04.2014;7,5
Bergen - Florida;SN50540;28.04.2014;7
Bergen - Florida;SN50540;29.04.2014;7,9
Bergen - Florida;SN50540;30.04.2014;4,7
Bergen - Florida;SN50540;01.05.2014;2,4
Bergen - Florida;SN50540;02.05.2014;1,8
Bergen - Florida;SN50540;03.05.2014;3,2
Bergen - Florida;SN50540;04.05.2014;-0,1
Bergen - Florida;SN50540;05.05.2014;5
Bergen - Florida;SN50540;06.05.2014;7,9
Bergen - Florida;SN50540;07.05.2014;8,6
Bergen - Florida;SN50540;08.05.2014;7,6
Bergen - Florida;SN50540;09.05.2014;7,6
Bergen - Florida;SN50540;10.05.2014;4,1
Bergen - Florida;SN50540;11.05.2014;5,8
Bergen - Florida;SN50540;12.05.2014;7,8
Bergen - Florida;SN50540;13.05.2014;7,1
Bergen - Florida;SN50540;14.05.2014;5,4
Bergen - Florida;SN50540;15.05.2014;4,6
Bergen - Florida;SN50540;16.05.2014;9,4
Bergen - Florida;SN50540;17.05.2014;9,2
Bergen - Florida;SN50540;18.05.2014;11,9
Bergen - Florida;SN50540;19.05.2014;9,8
Bergen - Florida;SN50540;20.05.2014;9,2
Bergen - Florida;SN50540;21.05.2014;11,1
Bergen - Florida;SN50540;22.05.2014;11,3
Bergen - Florida;SN50540;23.05.2014;10,9
Bergen - Florida;SN50540;24.05.2014;11,1
Bergen - Florida;SN50540;25.05.2014;8,6
Bergen - Florida;SN50540;26.05.2014;8,6
Bergen - Florida;SN50540;27.05.2014;7
Bergen - Florida;SN50540;28.05.2014;10,5
Bergen - Florida;SN50540;29.05.2014;9,2
Bergen - Florida;SN50540;30.05.2014;8,4
Bergen - Florida;SN50540;31.05.2014;9,4
Bergen - Florida;SN50540;01.06.2014;9
Bergen - Florida;SN50540;02.06.2014;8,1
Bergen - Florida;SN50540;03.06.2014;9,5
Bergen - Florida;SN50540;04.06.2014;11,3
Bergen - Florida;SN50540;05.06.2014;14,9
Bergen - Florida;SN50540;06.06.2014;12,3
Bergen - Florida;SN50540;07.06.2014;9,8
Bergen - Florida;SN50540;08.06.2014;10,8
Bergen - Florida;SN50540;09.06.2014;13,4
Bergen - Florida;SN50540;10.06.2014;11,8
Bergen - Florida;SN50540;11.06.2014;12,9
Bergen - Florida;SN50540;12.06.2014;11,1
Bergen - Florida;SN50540;13.06.2014;10,9
Bergen - Florida;SN50540;14.06.2014;8,9
Bergen - Florida;SN50540;15.06.2014;10,7
Bergen - Florida;SN50540;16.06.2014;10,8
Bergen - Florida;SN50540;17.06.2014;10,4
Bergen - Florida;SN50540;18.06.2014;11,4
Bergen - Florida;SN50540;19.06.2014;10,6
Bergen - Florida;SN50540;20.06.2014;8,9
Bergen - Florida;SN50540;21.06.2014;8,9
Bergen - Florida;SN50540;22.06.2014;8,6
Bergen - Florida;SN50540;23.06.2014;8,7
Bergen - Florida;SN50540;24.06.2014;7,5
Bergen - Florida;SN50540;25.06.2014;9,1
Bergen - Florida;SN50540;26.06.2014;10
Bergen - Florida;SN50540;27.06.2014;9,2
Bergen - Florida;SN50540;28.06.2014;11,7
Bergen - Florida;SN50540;29.06.2014;10,1
Bergen - Florida;SN50540;30.06.2014;10,9
Bergen - Florida;SN50540;01.07.2014;10,4
Bergen - Florida;SN50540;01.01.2015;6
Bergen - Florida;SN50540;02.01.2015;3,2
Bergen - Florida;SN50540;03.01.2015;1,4
Bergen - Florida;SN50540;04.01.2015;0,2
Bergen - Florida;SN50540;05.01.2015;1,2
Bergen - Florida;SN50540;06.01.2015;5,8
Bergen - Florida;SN50540;07.01.2015;2,5
Bergen - Florida;SN50540;08.01.2015;3,8
Bergen - Florida;SN50540;09.01.2015;3,1
Bergen - Florida;SN50540;10.01.2015;2,5
Bergen - Florida;SN50540;11.01.2015;2
Bergen - Florida;SN50540;12.01.2015;0,6
Bergen - Florida;SN50540;13.01.2015;2,8
Bergen - Florida;SN50540;14.01.2015;2
Bergen - Florida;SN50540;15.01.2015;2,4
Bergen - Florida;SN50540;16.01.2015;3,4
Bergen - Florida;SN50540;17.01.2015;2,2
Bergen - Florida;SN50540;18.01.2015;2
Bergen - Florida;SN50540;19.01.2015;-2,5
Bergen - Florida;SN50540;20.01.2015;-2,5
Bergen - Florida;SN50540;21.01.2015;-0,6
Bergen - Florida;SN50540;22.01.2015;-4,5
Bergen - Florida;SN50540;23.01.2015;-0,7
Bergen - Florida;SN50540;24.01.2015;2,1
Bergen - Florida;SN50540;25.01.2015;0,6
Bergen - Florida;SN50540;26.01.2015;2,8
Bergen - Florida;SN50540;27.01.2015;0,2
Bergen - Florida;SN50540;28.01.2015;2
Bergen - Florida;SN50540;29.01.2015;0,4
Bergen - Florida;SN50540;30.01.2015;0,6
Bergen - Florida;SN50540;31.01.2015;0
Bergen - Florida;SN50540;01.02.2015;-3,4
Bergen - Florida;SN50540;02.02.2015;-4,4
Bergen - Florida;SN50540;03.02.2015;-3
Bergen - Florida;SN50540;04.02.2015;-5
Bergen - Florida;SN50540;05.02.2015;-3,7
Bergen - Florida;SN50540;06.02.2015;1,1
Bergen - Florida;SN50540;07.02.2015;1
Bergen - Florida;SN50540;08.02.2015;0,4
Bergen - Florida;SN50540;09.02.2015;3,4
Bergen - Florida;SN50540;10.02.2015;4,2
Bergen - Florida;SN50540;11.02.2015;4,3
Bergen - Florida;SN50540;12.02.2015;3,9
Bergen - Florida;SN50540;13.02.2015;3,6
Bergen - Florida;SN50540;14.02.2015;3,1
Bergen - Florida;SN50540;15.02.2015;-0,3
Bergen - Florida;SN50540;16.02.2015;1,6
Bergen - Florida;SN50540;17.02.2015;1,8
Bergen - Florida;SN50540;18.02.2015;5,1
Bergen - Florida;SN50540;19.02.2015;6,8
Bergen - Florida;SN50540;20.02.2015;2,1
Bergen - Florida;SN50540;21.02.2015;1,2
Bergen - Florida;SN50540;22.02.2015;0
Bergen - Florida;SN50540;23.02.2015;2,1
Bergen - Florida;SN50540;24.02.2015;2,8
Bergen - Florida;SN50540;25.02.2015;3,5
Bergen - Florida;SN50540;26.02.2015;3,3
Bergen - Florida;SN50540;27.02.2015;2,4
Bergen - Florida;SN50540;28.02.2015;4
Bergen - Florida;SN50540;01.03.2015;5,1
Bergen - Florida;SN50540;02.03.2015;2,9
Bergen - Florida;SN50540;03.03.2015;0,6
Bergen - Florida;SN50540;04.03.2015;-0,8
Bergen - Florida;SN50540;05.03.2015;1,9
Bergen - Florida;SN50540;06.03.2015;5,2
Bergen - Florida;SN50540;07.03.2015;6,3
Bergen - Florida;SN50540;08.03.2015;5,4
Bergen - Florida;SN50540;09.03.2015;2,6
Bergen - Florida;SN50540;10.03.2015;3,1
Bergen - Florida;SN50540;11.03.2015;0,4
Bergen - Florida;SN50540;12.03.2015;2,3
Bergen - Florida;SN50540;13.03.2015;5,1
Bergen - Florida;SN50540;14.03.2015;-1,4
Bergen - Florida;SN50540;15.03.2015;-2
